SR_WL,S2A_SR_AV_B1,S2A_SR_AV_B2,S2A_SR_AV_B3,S2A_SR_AV_B4,S2A_SR_AV_B5,S2A_SR_AV_B6,S2A_SR_AV_B7,S2A_SR_AV_B8,S2A_SR_AV_B8A,S2A_SR_AV_B9,S2A_SR_AV_B10,S2A_SR_AV_B11,S2A_SR_AV_B12,,,,,,,,
1341,0,0,0,0,0,0,0,0,0,0,0.000445013,0,0,,,,,,,,
1342,0,0,0,0,0,0,0,0,0,0,0.000509193,0,0,,,,,,,,
1343,0,0,0,0,0,0,0,0,0,0,0.000612663,0,0,,,,,,,,
1344,0,0,0,0,0,0,0,0,0,0,0.000770523,0,0,,,,,,,,
1345,0,0,0,0,0,0,0,0,0,0,0.001049123,0,0,,,,,,,,
1346,0,0,0,0,0,0,0,0,0,0,0.001526627,0,0,,,,,,,,
1347,0,0,0,0,0,0,0,0,0,0,0.002279253,0,0,,,,,,,,
1348,0,0,0,0,0,0,0,0,0,0,0.003602747,0,0,,,,,,,,
1349,0,0,0,0,0,0,0,0,0,0,0.00588337,0,0,,,,,,,,
1350,0,0,0,0,0,0,0,0,0,0,0.009829247,0,0,,,,,,,,
1351,0,0,0,0,0,0,0,0,0,0,0.016899843,0,0,,,,,,,,
1352,0,0,0,0,0,0,0,0,0,0,0.029666333,0,0,,,,,,,,
1353,0,0,0,0,0,0,0,0,0,0,0.052170883,0,0,,,,,,,,
1354,0,0,0,0,0,0,0,0,0,0,0.0890636,0,0,,,,,,,,
1355,0,0,0,0,0,0,0,0,0,0,0.144494093,0,0,,,,,,,,
1356,0,0,0,0,0,0,0,0,0,0,0.221218693,0,0,,,,,,,,
1357,0,0,0,0,0,0,0,0,0,0,0.314779057,0,0,,,,,,,,
1358,0,0,0,0,0,0,0,0,0,0,0.41582679,0,0,,,,,,,,
1359,0,0,0,0,0,0,0,0,0,0,0.514837037,0,0,,,,,,,,
1360,0,0,0,0,0,0,0,0,0,0,0.606841847,0,0,,,,,,,,
1361,0,0,0,0,0,0,0,0,0,0,0.69075521,0,0,,,,,,,,
1362,0,0,0,0,0,0,0,0,0,0,0.767635833,0,0,,,,,,,,
1363,0,0,0,0,0,0,0,0,0,0,0.83888702,0,0,,,,,,,,
1364,0,0,0,0,0,0,0,0,0,0,0.900450803,0,0,,,,,,,,
1365,0,0,0,0,0,0,0,0,0,0,0.945160283,0,0,,,,,,,,
1366,0,0,0,0,0,0,0,0,0,0,0.971539733,0,0,,,,,,,,
1367,0,0,0,0,0,0,0,0,0,0,0.98465326,0,0,,,,,,,,
1368,0,0,0,0,0,0,0,0,0,0,0.991191743,0,0,,,,,,,,
1369,0,0,0,0,0,0,0,0,0,0,0.99530099,0,0,,,,,,,,
1370,0,0,0,0,0,0,0,0,0,0,0.998010337,0,0,,,,,,,,
1371,0,0,0,0,0,0,0,0,0,0,0.999211083,0,0,,,,,,,,
1372,0,0,0,0,0,0,0,0,0,0,0.998470487,0,0,,,,,,,,
1373,0,0,0,0,0,0,0,0,0,0,0.99569165,0,0,,,,,,,,
1374,0,0,0,0,0,0,0,0,0,0,0.991056493,0,0,,,,,,,,
1375,0,0,0,0,0,0,0,0,0,0,0.98508806,0,0,,,,,,,,
1376,0,0,0,0,0,0,0,0,0,0,0.978621193,0,0,,,,,,,,
1377,0,0,0,0,0,0,0,0,0,0,0.972197253,0,0,,,,,,,,
1378,0,0,0,0,0,0,0,0,0,0,0.96592158,0,0,,,,,,,,
1379,0,0,0,0,0,0,0,0,0,0,0.959336407,0,0,,,,,,,,
1380,0,0,0,0,0,0,0,0,0,0,0.951872263,0,0,,,,,,,,
1381,0,0,0,0,0,0,0,0,0,0,0.94347985,0,0,,,,,,,,
1382,0,0,0,0,0,0,0,0,0,0,0.9340574,0,0,,,,,,,,
1383,0,0,0,0,0,0,0,0,0,0,0.923211747,0,0,,,,,,,,
1384,0,0,0,0,0,0,0,0,0,0,0.908888087,0,0,,,,,,,,
1385,0,0,0,0,0,0,0,0,0,0,0.885221123,0,0,,,,,,,,
1386,0,0,0,0,0,0,0,0,0,0,0.841953837,0,0,,,,,,,,
1387,0,0,0,0,0,0,0,0,0,0,0.76932128,0,0,,,,,,,,
1388,0,0,0,0,0,0,0,0,0,0,0.667394557,0,0,,,,,,,,
1389,0,0,0,0,0,0,0,0,0,0,0.549540327,0,0,,,,,,,,
1390,0,0,0,0,0,0,0,0,0,0,0.432865117,0,0,,,,,,,,
1391,0,0,0,0,0,0,0,0,0,0,0.32755163,0,0,,,,,,,,
1392,0,0,0,0,0,0,0,0,0,0,0.23472145,0,0,,,,,,,,
1393,0,0,0,0,0,0,0,0,0,0,0.155195773,0,0,,,,,,,,
1394,0,0,0,0,0,0,0,0,0,0,0.09207828,0,0,,,,,,,,
1395,0,0,0,0,0,0,0,0,0,0,0.04840512,0,0,,,,,,,,
1396,0,0,0,0,0,0,0,0,0,0,0.022934353,0,0,,,,,,,,
1397,0,0,0,0,0,0,0,0,0,0,0.01048788,0,0,,,,,,,,
1398,0,0,0,0,0,0,0,0,0,0,0.005193157,0,0,,,,,,,,
1399,0,0,0,0,0,0,0,0,0,0,0.0029974,0,0,,,,,,,,
1400,0,0,0,0,0,0,0,0,0,0,0.001917797,0,0,,,,,,,,
1401,0,0,0,0,0,0,0,0,0,0,0.001369057,0,0,,,,,,,,
1402,0,0,0,0,0,0,0,0,0,0,0.00103469,0,0,,,,,,,,
1403,0,0,0,0,0,0,0,0,0,0,0.000780693,0,0,,,,,,,,
1404,0,0,0,0,0,0,0,0,0,0,0.000604257,0,0,,,,,,,,
1405,0,0,0,0,0,0,0,0,0,0,0.000525627,0,0,,,,,,,,
1406,0,0,0,0,0,0,0,0,0,0,0.000468583,0,0,,,,,,,,
1407,0,0,0,0,0,0,0,0,0,0,0.000405873,0,0,,,,,,,,
1408,0,0,0,0,0,0,0,0,0,0,0.000359377,0,0,,,,,,,,
1409,0,0,0,0,0,0,0,0,0,0,0.00032916,0,0,,,,,,,,
1410,0,0,0,0,0,0,0,0,0,0,0.000337523,0,0,,,,,,,,
1411,0,0,0,0,0,0,0,0,0,0,0.000224123,0,0,,,,,,,,
1412,0,0,0,0,0,0,0,0,0,0,0.000183703,0,0,,,,,,,,
1413,0,0,0,0,0,0,0,0,0,0,0.000108787,0,0,,,,,,,,
1414,0,0,0,0,0,0,0,0,0,0,4.00233E-05,0,0,,,,,,,,
1415,0,0,0,0,0,0,0,0,0,0,1.44567E-05,0,0,,,,,,,,
1416,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,
1417,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,
1418,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,
1419,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,
1420,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,
1421,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,
1422,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,
1423,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,
1424,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,
1425,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,
1426,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,
1427,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,
1428,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,
1429,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,
1430,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,
1431,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,
1432,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,
1433,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,
1434,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,
1435,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,
1436,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,
1437,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,
1438,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,
1439,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,
1440,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,
1441,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,
1442,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,
1443,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,
1444,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,
1445,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,
1446,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,
1447,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,
1448,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,
1449,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,
1450,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,
1451,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,
1452,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,
1453,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,
1454,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,
1455,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,
1456,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,
1457,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,
1458,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,
1459,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,
1460,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,
1461,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,
1462,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,
1463,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,
1464,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,
1465,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,
1466,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,
1467,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,
1468,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,
1469,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,
1470,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,
1471,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,
1472,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,
1473,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,
1474,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,
1475,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,
1476,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,
1477,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,
1478,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,
1479,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,
1480,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,
1481,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,
1482,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,
1483,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,
1484,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,
1485,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,
1486,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,
1487,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,
1488,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,
1489,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,
1490,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,
1491,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,
1492,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,
1493,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,
1494,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,
1495,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,
1496,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,
1497,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,
1498,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,
1499,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,
1500,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,
1501,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,
1502,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,
1503,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,
1504,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,
1505,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,
1506,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,
1507,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,
1508,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,
1509,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,
1510,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,
1511,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,
1512,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,
1513,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,
1514,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,
1515,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,
1516,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,
1517,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,
1518,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,
1519,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,
1520,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,
1521,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,
1522,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,
1523,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,
1524,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,
1525,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,
1526,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,
1527,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,
1528,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,
1529,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,
1530,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,
1531,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,
1532,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,
1533,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,
1534,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,
1535,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,
1536,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,
1537,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,
1538,0,0,0,0,0,0,0,0,0,0,0,3.84667E-06,0,,,,,,,,
1539,0,0,0,0,0,0,0,0,0,0,0,1.12867E-05,0,,,,,,,,
1540,0,0,0,0,0,0,0,0,0,0,0,0.000239393,0,,,,,,,,
1541,0,0,0,0,0,0,0,0,0,0,0,0.000394243,0,,,,,,,,
1542,0,0,0,0,0,0,0,0,0,0,0,0.000755603,0,,,,,,,,
1543,0,0,0,0,0,0,0,0,0,0,0,0.00092813,0,,,,,,,,
1544,0,0,0,0,0,0,0,0,0,0,0,0.001091513,0,,,,,,,,
1545,0,0,0,0,0,0,0,0,0,0,0,0.00130893,0,,,,,,,,
1546,0,0,0,0,0,0,0,0,0,0,0,0.001571387,0,,,,,,,,
1547,0,0,0,0,0,0,0,0,0,0,0,0.001951327,0,,,,,,,,
1548,0,0,0,0,0,0,0,0,0,0,0,0.002359223,0,,,,,,,,
1549,0,0,0,0,0,0,0,0,0,0,0,0.002904723,0,,,,,,,,
1550,0,0,0,0,0,0,0,0,0,0,0,0.003653187,0,,,,,,,,
1551,0,0,0,0,0,0,0,0,0,0,0,0.004628587,0,,,,,,,,
1552,0,0,0,0,0,0,0,0,0,0,0,0.006056633,0,,,,,,,,
1553,0,0,0,0,0,0,0,0,0,0,0,0.00810791,0,,,,,,,,
1554,0,0,0,0,0,0,0,0,0,0,0,0.01104365,0,,,,,,,,
1555,0,0,0,0,0,0,0,0,0,0,0,0.015438047,0,,,,,,,,
1556,0,0,0,0,0,0,0,0,0,0,0,0.02218978,0,,,,,,,,
1557,0,0,0,0,0,0,0,0,0,0,0,0.03198101,0,,,,,,,,
1558,0,0,0,0,0,0,0,0,0,0,0,0.045803383,0,,,,,,,,
1559,0,0,0,0,0,0,0,0,0,0,0,0.06525157,0,,,,,,,,
1560,0,0,0,0,0,0,0,0,0,0,0,0.09239408,0,,,,,,,,
1561,0,0,0,0,0,0,0,0,0,0,0,0.12845571,0,,,,,,,,
1562,0,0,0,0,0,0,0,0,0,0,0,0.17620165,0,,,,,,,,
1563,0,0,0,0,0,0,0,0,0,0,0,0.23656175,0,,,,,,,,
1564,0,0,0,0,0,0,0,0,0,0,0,0.307293587,0,,,,,,,,
1565,0,0,0,0,0,0,0,0,0,0,0,0.389072713,0,,,,,,,,
1566,0,0,0,0,0,0,0,0,0,0,0,0.478152663,0,,,,,,,,
1567,0,0,0,0,0,0,0,0,0,0,0,0.567930633,0,,,,,,,,
1568,0,0,0,0,0,0,0,0,0,0,0,0.653235447,0,,,,,,,,
1569,0,0,0,0,0,0,0,0,0,0,0,0.731255083,0,,,,,,,,
1570,0,0,0,0,0,0,0,0,0,0,0,0.800407987,0,,,,,,,,
1571,0,0,0,0,0,0,0,0,0,0,0,0.85529309,0,,,,,,,,
1572,0,0,0,0,0,0,0,0,0,0,0,0.894487333,0,,,,,,,,
1573,0,0,0,0,0,0,0,0,0,0,0,0.918486553,0,,,,,,,,
1574,0,0,0,0,0,0,0,0,0,0,0,0.930138467,0,,,,,,,,
1575,0,0,0,0,0,0,0,0,0,0,0,0.934647627,0,,,,,,,,
1576,0,0,0,0,0,0,0,0,0,0,0,0.93582346,0,,,,,,,,
1577,0,0,0,0,0,0,0,0,0,0,0,0.936326973,0,,,,,,,,
1578,0,0,0,0,0,0,0,0,0,0,0,0.937935617,0,,,,,,,,
1579,0,0,0,0,0,0,0,0,0,0,0,0.940546157,0,,,,,,,,
1580,0,0,0,0,0,0,0,0,0,0,0,0.943888253,0,,,,,,,,
1581,0,0,0,0,0,0,0,0,0,0,0,0.94782421,0,,,,,,,,
1582,0,0,0,0,0,0,0,0,0,0,0,0.95143866,0,,,,,,,,
1583,0,0,0,0,0,0,0,0,0,0,0,0.95502485,0,,,,,,,,
1584,0,0,0,0,0,0,0,0,0,0,0,0.958402603,0,,,,,,,,
1585,0,0,0,0,0,0,0,0,0,0,0,0.961134147,0,,,,,,,,
1586,0,0,0,0,0,0,0,0,0,0,0,0.963255053,0,,,,,,,,
1587,0,0,0,0,0,0,0,0,0,0,0,0.96528675,0,,,,,,,,
1588,0,0,0,0,0,0,0,0,0,0,0,0.96674184,0,,,,,,,,
1589,0,0,0,0,0,0,0,0,0,0,0,0.967841983,0,,,,,,,,
1590,0,0,0,0,0,0,0,0,0,0,0,0.969051473,0,,,,,,,,
1591,0,0,0,0,0,0,0,0,0,0,0,0.97001486,0,,,,,,,,
1592,0,0,0,0,0,0,0,0,0,0,0,0.970540113,0,,,,,,,,
1593,0,0,0,0,0,0,0,0,0,0,0,0.971211667,0,,,,,,,,
1594,0,0,0,0,0,0,0,0,0,0,0,0.971963163,0,,,,,,,,
1595,0,0,0,0,0,0,0,0,0,0,0,0.972599733,0,,,,,,,,
1596,0,0,0,0,0,0,0,0,0,0,0,0.973621303,0,,,,,,,,
1597,0,0,0,0,0,0,0,0,0,0,0,0.974587663,0,,,,,,,,
1598,0,0,0,0,0,0,0,0,0,0,0,0.975584487,0,,,,,,,,
1599,0,0,0,0,0,0,0,0,0,0,0,0.976837763,0,,,,,,,,
1600,0,0,0,0,0,0,0,0,0,0,0,0.978419947,0,,,,,,,,
1601,0,0,0,0,0,0,0,0,0,0,0,0.979537913,0,,,,,,,,
1602,0,0,0,0,0,0,0,0,0,0,0,0.980588923,0,,,,,,,,
1603,0,0,0,0,0,0,0,0,0,0,0,0.981788337,0,,,,,,,,
1604,0,0,0,0,0,0,0,0,0,0,0,0.982925507,0,,,,,,,,
1605,0,0,0,0,0,0,0,0,0,0,0,0.983906027,0,,,,,,,,
1606,0,0,0,0,0,0,0,0,0,0,0,0.984744163,0,,,,,,,,
1607,0,0,0,0,0,0,0,0,0,0,0,0.98533943,0,,,,,,,,
1608,0,0,0,0,0,0,0,0,0,0,0,0.98542591,0,,,,,,,,
1609,0,0,0,0,0,0,0,0,0,0,0,0.984950197,0,,,,,,,,
1610,0,0,0,0,0,0,0,0,0,0,0,0.98428849,0,,,,,,,,
1611,0,0,0,0,0,0,0,0,0,0,0,0.9829619,0,,,,,,,,
1612,0,0,0,0,0,0,0,0,0,0,0,0.981043813,0,,,,,,,,
1613,0,0,0,0,0,0,0,0,0,0,0,0.979073023,0,,,,,,,,
1614,0,0,0,0,0,0,0,0,0,0,0,0.9775441,0,,,,,,,,
1615,0,0,0,0,0,0,0,0,0,0,0,0.976174907,0,,,,,,,,
1616,0,0,0,0,0,0,0,0,0,0,0,0.975076297,0,,,,,,,,
1617,0,0,0,0,0,0,0,0,0,0,0,0.974723517,0,,,,,,,,
1618,0,0,0,0,0,0,0,0,0,0,0,0.974998503,0,,,,,,,,
1619,0,0,0,0,0,0,0,0,0,0,0,0.975575977,0,,,,,,,,
1620,0,0,0,0,0,0,0,0,0,0,0,0.976639373,0,,,,,,,,
1621,0,0,0,0,0,0,0,0,0,0,0,0.978117513,0,,,,,,,,
1622,0,0,0,0,0,0,0,0,0,0,0,0.9795833,0,,,,,,,,
1623,0,0,0,0,0,0,0,0,0,0,0,0.981062177,0,,,,,,,,
1624,0,0,0,0,0,0,0,0,0,0,0,0.982475207,0,,,,,,,,
1625,0,0,0,0,0,0,0,0,0,0,0,0.983742833,0,,,,,,,,
1626,0,0,0,0,0,0,0,0,0,0,0,0.984950153,0,,,,,,,,
1627,0,0,0,0,0,0,0,0,0,0,0,0.98559436,0,,,,,,,,
1628,0,0,0,0,0,0,0,0,0,0,0,0.98585908,0,,,,,,,,
1629,0,0,0,0,0,0,0,0,0,0,0,0.986163877,0,,,,,,,,
1630,0,0,0,0,0,0,0,0,0,0,0,0.986267773,0,,,,,,,,
1631,0,0,0,0,0,0,0,0,0,0,0,0.986069147,0,,,,,,,,
1632,0,0,0,0,0,0,0,0,0,0,0,0.986047753,0,,,,,,,,
1633,0,0,0,0,0,0,0,0,0,0,0,0.986681787,0,,,,,,,,
1634,0,0,0,0,0,0,0,0,0,0,0,0.98742185,0,,,,,,,,
1635,0,0,0,0,0,0,0,0,0,0,0,0.988498783,0,,,,,,,,
1636,0,0,0,0,0,0,0,0,0,0,0,0.990163597,0,,,,,,,,
1637,0,0,0,0,0,0,0,0,0,0,0,0.991819617,0,,,,,,,,
1638,0,0,0,0,0,0,0,0,0,0,0,0.992670087,0,,,,,,,,
1639,0,0,0,0,0,0,0,0,0,0,0,0.992884003,0,,,,,,,,
1640,0,0,0,0,0,0,0,0,0,0,0,0.99173656,0,,,,,,,,
1641,0,0,0,0,0,0,0,0,0,0,0,0.98807447,0,,,,,,,,
1642,0,0,0,0,0,0,0,0,0,0,0,0.982237973,0,,,,,,,,
1643,0,0,0,0,0,0,0,0,0,0,0,0.974606557,0,,,,,,,,
1644,0,0,0,0,0,0,0,0,0,0,0,0.96565579,0,,,,,,,,
1645,0,0,0,0,0,0,0,0,0,0,0,0.955508033,0,,,,,,,,
1646,0,0,0,0,0,0,0,0,0,0,0,0.945873107,0,,,,,,,,
1647,0,0,0,0,0,0,0,0,0,0,0,0.93825856,0,,,,,,,,
1648,0,0,0,0,0,0,0,0,0,0,0,0.93261585,0,,,,,,,,
1649,0,0,0,0,0,0,0,0,0,0,0,0.928432023,0,,,,,,,,
1650,0,0,0,0,0,0,0,0,0,0,0,0.92399139,0,,,,,,,,
1651,0,0,0,0,0,0,0,0,0,0,0,0.916713143,0,,,,,,,,
1652,0,0,0,0,0,0,0,0,0,0,0,0.901159117,0,,,,,,,,
1653,0,0,0,0,0,0,0,0,0,0,0,0.872079,0,,,,,,,,
1654,0,0,0,0,0,0,0,0,0,0,0,0.824917507,0,,,,,,,,
1655,0,0,0,0,0,0,0,0,0,0,0,0.752786493,0,,,,,,,,
1656,0,0,0,0,0,0,0,0,0,0,0,0.658451123,0,,,,,,,,
1657,0,0,0,0,0,0,0,0,0,0,0,0.553326183,0,,,,,,,,
1658,0,0,0,0,0,0,0,0,0,0,0,0.44976848,0,,,,,,,,
1659,0,0,0,0,0,0,0,0,0,0,0,0.35342753,0,,,,,,,,
1660,0,0,0,0,0,0,0,0,0,0,0,0.264968633,0,,,,,,,,
1661,0,0,0,0,0,0,0,0,0,0,0,0.191117267,0,,,,,,,,
1662,0,0,0,0,0,0,0,0,0,0,0,0.134995947,0,,,,,,,,
1663,0,0,0,0,0,0,0,0,0,0,0,0.093936097,0,,,,,,,,
1664,0,0,0,0,0,0,0,0,0,0,0,0.066190393,0,,,,,,,,
1665,0,0,0,0,0,0,0,0,0,0,0,0.047239513,0,,,,,,,,
1666,0,0,0,0,0,0,0,0,0,0,0,0.035184913,0,,,,,,,,
1667,0,0,0,0,0,0,0,0,0,0,0,0.027822503,0,,,,,,,,
1668,0,0,0,0,0,0,0,0,0,0,0,0.023117107,0,,,,,,,,
1669,0,0,0,0,0,0,0,0,0,0,0,0.01971584,0,,,,,,,,
1670,0,0,0,0,0,0,0,0,0,0,0,0.016927367,0,,,,,,,,
1671,0,0,0,0,0,0,0,0,0,0,0,0.014615577,0,,,,,,,,
1672,0,0,0,0,0,0,0,0,0,0,0,0.0124639,0,,,,,,,,
1673,0,0,0,0,0,0,0,0,0,0,0,0.0107091,0,,,,,,,,
1674,0,0,0,0,0,0,0,0,0,0,0,0.009241897,0,,,,,,,,
1675,0,0,0,0,0,0,0,0,0,0,0,0.007955133,0,,,,,,,,
1676,0,0,0,0,0,0,0,0,0,0,0,0.00693169,0,,,,,,,,
1677,0,0,0,0,0,0,0,0,0,0,0,0.004195483,0,,,,,,,,
1678,0,0,0,0,0,0,0,0,0,0,0,0.003239147,0,,,,,,,,
1679,0,0,0,0,0,0,0,0,0,0,0,0.000638943,0,,,,,,,,
1680,0,0,0,0,0,0,0,0,0,0,0,1.13833E-05,0,,,,,,,,
1681,0,0,0,0,0,0,0,0,0,0,0,1.50567E-05,0,,,,,,,,
1682,0,0,0,0,0,0,0,0,0,0,0,4.37667E-06,0,,,,,,,,
1683,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,
1684,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,
1685,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,
1686,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,
1687,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,
1688,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,
1689,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,
